id,Number_of_Shots_Fired,Distance_of_Victim_from_Police,Response_Time,Number_of_Officers_Involved,Time_of_Day,Population_Density_Of_City,Duration_of_Incident,Distance_from_the_Nearest_Police_Station
2051,6,352,18,2,10:04AM,278966,75,1037
2053,4,723,11,6,01:53PM,135591,17,554
2055,0,552,6,3,04:31PM,311781,39,1668
2056,3,161,15,4,11:32PM,118917,17,475
2057,8,246,0,2,03:56AM,146540,71,307
2058,10,1330,7,5,09:11AM,231033,58,219
2059,4,1484,11,6,07:07PM,221860,7,1805
2060,6,1346,3,3,07:55PM,135538,82,937
2062,0,1390,1,1,06:35PM,165744,40,1751
2063,8,603,5,1,05:45PM,153094,6,683
2064,10,241,1,3,02:30PM,211043,82,1624
2065,3,1110,14,4,10:57PM,487088,23,1877
2066,4,331,20,3,02:40AM,287635,79,929
2067,10,1264,8,1,02:01PM,286998,29,1901
2069,2,714,17,6,11:21PM,148346,79,1755
2070,7,534,12,5,09:26PM,309142,60,1424
2072,5,1359,10,3,04:35PM,124562,71,670
2073,8,588,17,2,03:58AM,234390,90,446
2075,1,121,15,2,10:25AM,379092,25,558
2076,9,1153,13,5,11:32PM,104820,88,1724
2077,9,256,9,1,03:10PM,133659,48,1515
2078,2,687,9,3,01:48PM,313952,72,644
2081,10,383,10,3,09:18AM,439596,80,753
2082,2,1136,8,5,09:09PM,357616,67,115
2083,7,620,0,3,01:02AM,130175,54,1689
2084,4,1251,5,4,01:55AM,124562,17,139
2085,4,249,15,5,01:13AM,319015,27,1702
2087,4,1435,8,1,10:25PM,118917,78,1242
2088,10,709,17,2,10:24PM,217470,34,775
2090,3,816,2,3,11:11PM,388039,69,904
2091,7,1350,10,5,01:17AM,228007,77,269
2093,10,386,1,6,05:25PM,197111,79,682
2094,2,1330,1,1,07:30AM,272962,79,1206
2095,9,1341,10,2,04:34AM,287364,45,630
2096,4,286,18,4,08:24PM,428806,38,296
2097,7,455,18,4,10:00AM,442573,45,387
2098,4,454,6,2,07:14PM,388039,2,958
2099,5,1119,18,6,12:52AM,371116,61,1070
2100,1,1226,11,5,09:15PM,285786,20,1920
2101,5,249,18,6,04:10PM,449716,56,315
2102,3,405,11,6,01:27PM,219930,47,1583
2103,6,1142,3,4,12:41PM,203440,31,195
2105,8,481,10,6,11:44AM,304904,62,112
2106,10,650,1,6,04:09AM,106540,58,728
2108,3,1259,2,2,04:12PM,166600,52,245
2109,2,517,1,2,01:10PM,234390,5,1073
2110,2,973,16,4,03:28PM,153594,41,1558
2111,1,500,8,4,02:46AM,297140,28,1774
2112,7,266,10,5,04:54PM,158235,73,688
2114,3,1117,15,3,07:44AM,280504,17,1068
2115,8,1129,5,1,06:17AM,347866,2,742
2116,5,1076,1,4,06:11PM,315862,15,1147
2117,6,858,15,2,03:49PM,416808,42,497
2118,3,11,14,3,06:15PM,264105,23,450
2119,7,1274,1,1,04:18AM,433115,18,293
2120,9,1401,11,6,10:28AM,148160,31,1453
2121,7,465,19,5,02:09AM,478614,80,194
2122,3,871,10,6,08:29PM,281164,11,2000
2123,3,1179,8,3,03:50PM,165884,73,1146
2124,6,1021,14,3,05:07PM,106489,7,113
2125,3,1134,17,1,06:42AM,428760,51,1199
2127,5,626,8,6,07:15PM,287364,35,1169
2128,1,761,8,1,10:44PM,181165,68,669
2129,4,971,18,6,09:37AM,430267,58,1823
2130,4,787,11,2,03:50PM,112622,60,1837
2131,8,829,4,3,11:16AM,339989,9,997
2132,1,28,19,4,07:46AM,176947,32,1815
2133,5,921,9,4,11:31AM,429193,8,117
2134,2,1299,1,5,07:39PM,266343,46,1082
2135,8,117,13,6,07:05AM,135538,13,482
2136,3,1482,12,6,06:05PM,260480,3,780
2137,1,1089,0,2,01:14AM,279798,28,1341
2139,9,1152,2,3,04:53AM,237685,67,176
2140,5,1337,0,3,10:42AM,182405,59,870
2141,1,745,16,5,08:04AM,152472,67,716
2142,8,800,15,2,09:05AM,384799,83,1156
2143,5,649,15,5,06:53PM,207102,88,725
2144,7,224,2,2,06:27PM,139864,46,1285
2145,1,84,19,6,05:30AM,455750,4,267
2146,5,206,19,4,01:12AM,488680,75,732
2147,1,62,0,2,08:59AM,190465,67,161
2148,2,1485,12,5,03:38PM,181165,15,1898
2149,9,1176,5,4,12:00PM,447381,85,1813
2150,5,554,10,1,11:08AM,135538,19,1570
2151,0,249,11,2,12:11AM,415407,23,1981
2153,6,973,12,3,09:25AM,227304,30,743
2154,10,325,15,3,01:15AM,407102,9,1419
2155,10,38,1,1,05:50AM,276500,54,1321
2156,2,277,9,5,05:32AM,214533,80,1274
2157,8,633,17,2,03:01PM,425400,77,1444
2158,5,750,15,6,07:58PM,369256,32,715
2160,3,275,7,4,05:12AM,187252,45,1418
2161,4,1263,16,6,07:16AM,319509,27,170
2163,1,977,10,3,08:40PM,169322,28,989
2164,8,928,15,2,04:39PM,277744,57,1600
2166,6,1270,1,3,10:24AM,429088,7,782
2167,2,259,0,3,08:23AM,370692,83,701
2169,7,1321,19,2,01:16PM,464641,90,1375
2173,6,785,17,1,07:48PM,487069,22,1658
2176,0,1458,6,4,10:11PM,481641,64,1076
2178,5,1067,10,5,04:00PM,490663,17,1315
2179,7,211,17,6,02:21PM,372743,9,373
2180,1,256,18,2,03:04AM,101960,51,1724
2182,7,85,6,3,07:57PM,224794,67,1779
2183,6,941,1,1,04:04PM,265883,8,105
2184,7,1464,0,2,09:52PM,125636,48,568
2185,5,355,16,3,06:29AM,127426,30,1992
2186,0,1265,14,3,07:06AM,427838,18,1462
2187,0,1151,10,5,02:19AM,232272,43,344
2189,5,257,12,3,01:04PM,381850,66,609
2190,7,1435,19,2,05:58AM,314977,49,822
2191,9,72,12,4,06:27AM,305081,71,1521
2192,7,867,20,4,06:25AM,146540,29,1360
2194,8,1407,3,3,02:30PM,387705,74,214
2195,6,318,13,4,02:58AM,159319,84,1839
2197,8,634,6,2,12:53AM,427772,63,581
2198,5,1280,18,6,01:59AM,445653,56,1210
2199,7,1250,5,1,06:08PM,190465,89,568
2200,8,91,10,6,12:04AM,287635,22,834
2201,9,1301,13,5,10:28AM,124728,28,467
2202,8,1406,10,5,06:29AM,345413,25,1190
2203,10,1161,8,6,05:13PM,276500,59,344
2204,2,1273,8,3,09:24PM,285493,85,1388
2205,6,585,0,6,07:25AM,351846,23,1813
2206,4,738,14,3,09:18PM,370701,11,915
2207,1,729,4,1,08:42AM,432568,83,1692
2208,10,400,13,5,02:57PM,404028,55,1983
2209,6,642,20,2,05:51AM,287364,88,1462
2210,6,1199,0,1,11:20AM,350432,64,998
2211,10,160,17,5,07:08AM,136061,15,787
2212,10,666,10,6,05:23PM,141708,76,236
2213,0,503,7,3,04:53PM,311420,22,708
2214,1,1327,16,5,05:22PM,457945,22,1820
2215,4,1362,10,6,05:24AM,497353,71,1520
2216,3,628,7,3,06:34PM,356842,36,1014
2217,9,260,16,4,11:40AM,216002,34,922
2220,10,779,2,5,05:18PM,258544,29,1343
2222,8,766,0,3,12:07AM,320562,18,140
2223,5,638,17,6,05:57AM,342440,37,102
2225,7,722,1,5,11:48PM,464641,43,1177
2226,3,938,2,2,03:43AM,448583,54,1272
2228,6,876,14,1,06:52AM,224660,72,502
2229,5,882,6,5,08:40PM,369871,39,1374
2230,7,501,1,1,03:53AM,242518,73,1301
2232,6,44,10,1,04:52AM,263669,35,1274
2233,3,919,12,4,09:30AM,405415,55,1484
2234,10,1486,5,6,11:24PM,428382,15,666
2235,9,1163,19,4,03:59PM,267794,4,791
2237,4,319,9,6,08:39AM,117062,25,802
2239,6,934,12,3,06:11PM,276500,78,215
2241,10,997,11,2,08:42PM,406480,47,524
2243,5,1237,13,6,02:54AM,135782,73,472
2244,10,1132,0,3,09:22PM,125396,4,1959
2247,4,691,19,1,02:39AM,335600,51,777
2248,0,265,17,2,06:28PM,440952,54,1926
2249,4,738,5,3,08:24PM,408236,86,1863
2250,6,101,11,4,08:34PM,277078,72,1129
2253,3,583,6,2,01:51PM,453577,32,479
2254,0,575,16,2,01:27AM,425205,36,1168
2256,3,1076,19,5,07:13AM,470573,2,107
2258,10,441,12,5,09:31AM,405530,90,1843
2260,2,186,6,4,01:35PM,106021,80,1326
2261,8,1199,11,6,07:22AM,287882,87,1552
2263,9,641,19,4,04:34AM,125045,90,381
2264,8,191,19,3,04:11AM,376977,31,1857
2265,8,641,15,2,03:48PM,355735,53,835
2266,5,1252,6,6,04:16PM,152472,10,1174
2267,3,719,4,4,04:49PM,248781,56,1780
2269,4,760,0,5,04:50AM,263669,61,1629
2272,2,246,1,6,07:42AM,170062,23,1353
2273,3,584,17,5,08:01AM,115593,58,304
2275,7,366,12,4,10:03PM,165744,74,820
2276,1,1012,2,6,08:48AM,440197,39,1316
2277,3,449,20,4,04:08PM,383545,39,921
2278,6,298,20,5,04:17AM,382510,27,1004
2279,6,76,20,2,01:48PM,459773,69,852
2280,5,431,13,5,08:54AM,308541,30,1432
2282,10,1225,6,4,07:18AM,199948,25,1740
2284,6,664,15,2,03:41AM,184695,5,1822
2285,3,322,0,5,08:11AM,499229,37,1461
2286,3,1094,9,5,12:23AM,272962,87,1453
2287,5,1074,20,5,06:33PM,281164,44,1132
2288,7,875,16,3,06:11PM,106489,56,418
2289,10,140,16,2,08:06PM,311781,29,1965
2291,9,129,13,6,09:50PM,294408,48,1450
2292,10,254,6,3,05:47PM,104511,38,242
2293,2,486,4,6,02:21AM,306216,31,1196
2294,6,715,7,5,07:57PM,339437,73,695
2295,0,1306,1,3,12:34PM,125533,41,932
2296,4,1392,13,6,01:50AM,280260,18,135
2297,5,1025,11,6,09:36AM,273370,18,1997
2298,8,1451,18,5,09:14AM,297149,13,347
2299,6,120,9,5,06:54PM,271083,57,1824
2300,1,262,12,5,10:44AM,106489,76,556
2301,0,83,11,1,11:28PM,205656,64,1604
2302,7,314,13,1,06:37PM,276500,2,1463
2304,7,1154,10,3,06:27PM,165744,60,1598
2305,7,739,13,4,02:38AM,487069,68,564
2306,7,1236,1,5,12:26AM,239784,70,440
2307,6,171,10,3,09:09PM,296077,54,264
2308,8,1359,12,5,06:01PM,107448,73,833
2309,1,74,20,1,10:10AM,234390,28,374
2310,4,763,7,5,11:48AM,264105,39,667
2313,6,278,19,6,03:33PM,464972,35,1478
2314,9,570,5,3,03:50AM,340200,82,675
2315,7,843,1,5,04:57PM,217242,10,967
2316,8,132,1,4,03:10PM,325579,54,1793
2317,5,154,9,5,08:47PM,197614,49,787
2319,4,809,10,6,04:34AM,260630,90,1350
2320,7,144,12,1,03:09PM,117282,55,645
2321,7,4,3,1,06:42AM,190465,46,1831
2322,9,1265,0,4,09:14PM,336303,62,1194
2323,10,477,12,6,11:32AM,213657,16,632
2325,6,1017,1,6,12:04AM,482957,58,1624
2326,0,90,12,4,01:17PM,125124,57,1380
2327,6,516,11,6,04:25AM,430267,9,1804
2329,1,1046,13,6,10:20AM,446244,32,172
2330,0,547,14,2,01:24AM,339139,48,909
2332,6,731,1,3,01:15PM,226529,33,1729
2333,6,594,18,3,07:31AM,307516,90,1592
2334,7,1414,11,1,09:22AM,315519,60,504
2335,2,509,15,4,03:47AM,436201,72,1828
2336,9,69,15,1,06:44AM,364452,59,1008
2337,0,1487,11,4,06:30PM,174955,73,1469
2338,3,1171,14,1,09:16AM,384799,71,185
2339,10,99,3,6,03:22AM,354026,76,424
2340,3,34,5,6,03:12AM,390538,42,1850
2341,5,1206,11,5,11:53PM,339437,16,1135
2342,7,607,5,4,08:40AM,489325,45,895
2343,2,515,19,5,10:33PM,405530,77,653
2344,10,1252,15,4,04:24PM,137781,48,560
2348,7,1471,20,5,04:00PM,264105,17,754
2349,0,461,11,6,05:50PM,280504,79,967
2353,3,161,18,4,06:31PM,226355,9,515
2355,4,709,16,5,02:08PM,113228,2,1488
2359,5,342,7,4,03:25AM,263682,67,724
2360,8,501,19,6,12:45PM,271083,74,1930
2362,7,1105,0,5,04:04PM,108537,60,653
2363,6,1220,4,1,03:07AM,423712,62,217
2364,4,1313,0,2,02:16AM,106540,34,190
2365,9,1432,17,5,07:49PM,124562,21,1634
2366,3,662,13,4,04:34PM,270599,65,1231
2367,9,46,13,3,01:20PM,180011,17,1288
2369,9,1063,2,5,03:59PM,465143,43,1176
2370,4,871,18,3,03:57AM,115526,63,810
2372,8,299,16,1,03:37PM,350721,74,1087
2374,7,706,20,4,02:32PM,162226,65,1690
2377,1,147,18,3,05:04AM,264105,3,1190
2378,4,786,1,3,04:21PM,189849,26,1547
2379,1,1042,14,1,09:17PM,172539,8,1265
2380,8,984,2,4,01:34AM,320340,35,355
2381,0,421,15,3,01:45PM,342440,88,675
2383,4,294,16,1,02:48AM,395207,10,1157
2384,0,255,4,4,04:07AM,325579,32,1650
2385,9,1103,10,6,03:27AM,251790,74,821
2387,3,832,4,3,09:36AM,106540,19,1150
2388,5,986,19,2,08:45PM,222524,56,651
2389,3,604,9,5,08:34AM,196824,38,1820
2390,2,1460,20,6,06:41PM,333665,71,150
2392,5,1153,10,2,02:28PM,219596,5,1300
2393,1,1097,0,2,10:04PM,129045,23,1249
2394,0,231,17,5,03:02PM,247331,9,217
2395,4,593,20,4,09:58AM,447763,19,1122
2396,3,1376,20,6,09:26PM,216267,17,1773
2398,8,1260,3,2,08:41PM,364515,59,1334
2399,5,261,16,5,05:46PM,484550,82,1303
2401,6,514,17,1,10:00PM,279863,63,624
2402,4,1423,1,3,01:20AM,420577,27,1456
2403,2,923,9,1,05:04PM,428760,86,515
2404,7,403,10,4,12:06AM,350810,6,1648
2405,3,12,15,4,05:26PM,416217,28,1011
2406,5,83,15,1,08:22PM,266111,55,319
2407,6,336,20,6,10:37AM,350810,19,1326
2408,8,1107,3,2,01:35AM,495732,87,1689
2409,1,308,10,1,06:43PM,410990,7,881
2410,2,957,19,5,01:59PM,383545,62,1767
2411,0,747,14,4,07:08AM,333957,27,1550
2412,0,1118,7,3,08:47PM,343868,46,1092
2413,9,988,7,3,08:43AM,230532,52,943
2414,3,37,10,6,10:52PM,110686,3,1541
2415,6,87,9,4,11:45PM,102400,78,244
2416,9,510,7,5,01:05PM,465388,49,1240
2417,4,223,14,3,09:08AM,195182,85,1049
2418,5,768,9,6,09:29AM,491676,42,579
2419,3,289,2,1,08:05AM,271083,9,1788
2420,7,943,15,4,01:50PM,205481,46,1058
2421,1,689,5,1,01:05AM,452273,41,1792
2422,9,575,3,2,07:24PM,297743,88,1458
2423,3,63,11,6,10:59AM,204294,72,725
2425,7,713,15,2,01:26PM,160962,72,1711
2427,2,856,18,4,09:24AM,106540,17,949
2429,4,1418,15,4,05:46PM,296487,42,1183
2430,4,847,19,2,10:57AM,363744,72,1223
2431,8,561,2,3,08:42PM,190465,5,803
2433,6,812,18,2,02:05AM,415455,24,1370
2434,6,259,18,6,03:49AM,330730,28,1985
2436,0,360,5,6,03:18AM,313952,5,1396
2437,6,530,6,4,12:10AM,413843,53,1258
2438,0,196,13,4,04:38AM,256671,84,1299
2440,1,724,17,2,05:01AM,101960,72,212
2442,9,1228,0,6,10:32PM,110486,80,1072
2443,6,1,17,2,01:15PM,487069,39,1873
2444,3,1283,7,4,01:13AM,405530,10,709
2445,7,607,19,6,09:46AM,282311,87,830
2446,0,1125,10,2,08:17AM,440905,21,266
2447,5,1170,10,2,12:39AM,122919,10,363
2448,8,646,17,5,10:46PM,305295,17,1020
2449,10,244,11,4,12:51AM,284457,24,127
2450,1,691,16,6,01:47AM,366607,12,196
2451,4,1267,16,1,01:06PM,247688,46,1743
2453,5,988,6,6,01:05PM,426975,79,1165
2454,0,645,6,5,10:43AM,476650,70,1041
2456,6,175,14,2,04:30AM,320422,40,713
2457,7,549,1,5,10:30PM,355990,77,1475
2458,1,612,9,1,03:08PM,194872,76,1820
2459,3,824,19,6,05:01PM,495732,31,1448
2461,6,1415,19,5,07:05AM,427772,31,1613
2462,0,648,19,5,10:06PM,441417,76,278
2463,9,431,15,2,08:31AM,217884,34,778
2464,9,118,6,2,03:22PM,387509,58,1434
2466,5,791,0,1,07:49PM,376904,64,1724
2467,3,986,20,6,08:36PM,293633,82,1110
2468,3,1436,2,5,06:19PM,457998,57,1968
2472,8,554,10,2,03:10AM,303315,35,907
2473,8,365,1,3,10:26AM,379144,45,725
2474,8,479,7,6,01:18AM,492172,12,444
2476,7,164,14,2,06:25PM,124562,77,1632
2477,4,756,15,6,06:05AM,424886,83,1827
2482,5,346,5,3,11:29PM,229492,2,1817
2483,1,1239,9,3,02:30AM,216843,35,1847
2484,9,726,16,6,01:13PM,139793,75,969
2485,0,318,18,3,09:05PM,363744,54,988
2486,6,1110,2,6,04:21PM,330742,40,612
2487,6,87,16,1,01:01PM,443398,23,279
2489,10,1358,11,6,01:42PM,200782,6,755
2491,3,807,6,4,03:04PM,276500,49,1545
2492,9,1179,14,3,09:08PM,420753,46,1984
2493,8,49,2,2,08:05PM,438248,60,1490
2494,5,407,9,4,09:03PM,404732,18,1050
2495,8,1169,9,2,08:22PM,122919,48,1702
2496,1,697,6,2,09:49PM,212604,57,1210
2497,7,286,3,1,05:04AM,390112,6,1042
2498,10,380,11,6,08:18AM,219930,50,256
2499,4,970,18,4,07:00PM,488635,84,1854
2500,7,645,11,5,02:10PM,318404,28,1215
2502,6,855,0,6,01:52AM,160082,22,1427
2503,3,1083,13,5,02:24AM,415154,77,1117
2504,1,1443,17,4,12:29PM,271624,41,1441
2505,10,871,3,6,08:48AM,471009,38,1316
2506,8,911,15,2,11:56PM,264105,55,1072
2507,3,627,2,2,12:38AM,443630,46,759
2508,3,1393,2,3,07:47AM,421851,5,1229
2510,9,151,6,2,01:16PM,434688,25,414
2511,10,1098,14,4,09:27PM,428382,50,1321
2512,8,1085,5,2,12:07AM,435665,59,496
2513,9,1286,6,4,06:13AM,127426,88,383
2514,1,157,2,6,02:40PM,264105,81,1731
2515,2,417,2,1,04:27PM,336303,90,423
2516,10,1185,0,3,06:19PM,165744,20,1440
2517,0,351,13,6,03:50PM,180011,5,340
2518,8,629,5,6,09:08PM,382627,81,1096
2519,0,274,11,1,05:45AM,190465,39,523
2520,6,23,15,5,03:09PM,219930,15,982
2521,3,639,20,4,05:47PM,380543,65,477
2523,1,819,4,5,02:52AM,106968,56,1026
2524,0,405,12,2,09:11PM,192677,39,267
2525,8,585,11,2,07:21AM,228731,54,1697
2526,3,563,11,2,03:41PM,276500,63,147
2528,2,368,10,5,05:17AM,322493,58,1151
2530,6,442,13,4,03:08AM,452954,23,1481
2531,6,237,5,6,01:08PM,118917,40,119
2532,8,1380,11,3,01:47PM,218910,36,302
2533,9,520,4,5,03:04PM,179610,61,144
2534,0,118,2,2,11:01PM,449716,19,130
2535,10,113,13,6,07:40AM,232399,80,1434
2536,2,1142,20,1,11:42PM,426975,74,1890
2537,0,58,5,1,02:38PM,197050,77,1609
2540,6,606,2,1,06:52AM,191982,26,572
2541,10,983,1,5,06:16AM,287882,88,1640
2542,10,1008,11,2,07:54AM,271083,5,1868
2543,0,411,20,2,04:18PM,153368,17,787
2544,7,1278,1,1,08:17AM,336303,49,1100
2545,3,822,19,2,10:01PM,382510,89,1406
2547,3,938,16,2,08:47PM,414189,86,1253
2548,4,718,18,3,04:19AM,422859,73,341
2549,8,690,9,6,03:08AM,384302,83,1786
2550,8,63,10,5,03:27PM,365219,22,2000
2552,0,1417,14,5,08:10AM,461555,6,898
2553,8,1482,0,4,01:17PM,452655,66,1780
2554,3,128,1,3,05:29PM,159060,61,478
2555,6,839,11,5,02:55PM,444109,44,855
2556,1,1105,15,5,03:24PM,148008,15,1293
2557,7,1377,20,3,09:01PM,307841,15,378
2558,3,811,16,2,05:02AM,118917,14,1706
2559,2,564,4,6,01:17PM,255226,88,1357
2560,1,633,10,1,01:44AM,427838,34,643
2561,8,629,10,4,09:04PM,156660,42,1908
2562,2,326,4,3,05:02PM,415590,44,1699
2563,1,1476,11,3,10:13AM,412864,76,1520
2566,4,989,4,1,09:16PM,276500,50,870
2568,8,986,13,2,01:35AM,325579,47,476
2569,5,1250,7,3,03:33PM,354991,7,1582
2570,4,585,4,5,12:26PM,230624,47,1364
2571,6,412,2,6,08:37AM,284407,79,1427
2572,3,1391,18,6,03:21AM,357979,80,1207
2573,1,593,5,2,04:53PM,175797,54,673
2574,7,59,4,4,05:43PM,445762,79,933
2575,4,322,3,6,02:51AM,478614,25,880
2576,5,1387,20,6,11:12AM,165744,52,1187
2577,7,164,11,2,09:37AM,263332,5,155
2578,1,503,11,1,09:52AM,276500,7,814
2579,5,1417,2,2,03:02AM,457564,56,568
2580,0,402,13,5,02:00AM,425816,42,1204
2581,7,514,1,5,01:15AM,190465,25,284
2583,1,319,19,1,05:55PM,207723,65,1340
2584,6,1293,4,3,11:26AM,165744,3,1355
2585,2,744,11,3,12:17PM,328675,5,349
2586,4,895,18,2,09:31PM,248543,40,1416
2587,3,1055,6,2,03:04AM,226777,20,619
2589,4,550,13,3,12:11AM,384138,36,529
2590,8,543,19,5,04:44PM,182782,33,884
2591,1,265,16,1,04:12PM,465388,54,1200
2592,7,708,3,3,03:33PM,136273,16,1915
2593,5,1231,11,5,05:42PM,314848,26,900
2594,2,217,12,4,10:55AM,264105,5,1573
2596,7,1346,19,5,09:13PM,254440,83,1334
2597,5,1422,12,4,06:20PM,276500,39,1828
2598,3,1006,7,1,02:44PM,388039,84,418
2599,1,1071,15,2,01:48AM,258945,80,638
2600,0,836,15,2,06:15PM,439709,41,1783
2601,7,1006,3,4,06:33PM,357261,27,1646
2602,7,1357,9,4,02:45PM,370692,5,697
2603,6,299,9,1,06:31AM,165744,50,1076
2604,0,199,13,2,09:41PM,289837,34,1096
2605,0,660,6,1,07:15PM,482718,79,546
2606,10,647,3,4,06:57AM,492476,81,173
2607,3,879,10,3,07:37PM,286896,50,1436
2608,2,217,4,3,09:29AM,331077,47,1643
2609,9,681,18,1,10:12PM,383633,62,1936
2610,3,228,5,1,07:06PM,493345,43,320
2611,2,1016,3,6,03:23AM,428760,71,581
2612,0,784,14,4,01:15PM,191185,19,1343
2614,10,1307,17,2,09:09PM,382436,14,1644
2615,6,1105,14,1,04:01PM,189923,27,158
2616,5,1342,5,6,04:39AM,270080,4,1474
2617,0,1005,6,5,08:30AM,271686,37,244
2618,4,1408,15,5,01:15AM,342440,76,1404
2619,9,674,20,5,04:37AM,373002,80,1782
2620,9,298,18,4,01:10PM,125565,23,1902
2621,1,779,0,4,01:43AM,341444,29,979
2622,3,602,7,2,12:58PM,468483,89,1019
2624,9,1033,20,4,09:55AM,372743,25,242
2625,2,651,3,6,04:46PM,204108,82,599
2626,2,587,0,4,12:54AM,424886,3,1568
2628,9,1076,8,4,03:29PM,261510,69,262
2629,10,243,9,4,08:10AM,287364,80,1580
2632,6,1200,4,4,05:52PM,401859,69,156
2633,6,1045,14,6,10:37PM,187252,2,511
2634,3,24,16,3,07:12AM,276500,68,1607
2635,6,1463,3,4,03:28AM,158235,17,344
2636,3,762,12,3,08:59AM,271686,83,952
2637,3,115,11,2,06:46PM,330730,54,569
2638,5,1245,17,5,08:21AM,465156,67,1996
2639,5,906,18,5,09:50PM,357066,56,1885
2640,2,815,11,6,06:53PM,479731,20,1063
2641,7,1442,0,4,09:32AM,239940,60,1276
2642,1,154,20,3,01:35PM,155774,36,878
2643,0,384,12,2,05:32PM,219596,90,1873
2645,10,1407,9,5,03:39AM,443208,63,725
2646,6,1311,12,4,08:50PM,417298,48,1596
2647,1,1065,20,1,10:42PM,497028,56,1766
2648,5,285,20,3,05:47AM,269287,82,1718
2650,5,1276,7,6,01:28PM,418021,23,535
2652,2,1428,16,4,09:51PM,294408,84,462
2654,1,177,2,6,09:58AM,449653,14,107
2655,5,889,17,1,12:03AM,304803,22,1881
2656,3,457,2,6,05:55PM,276500,9,1109
2657,2,1275,16,4,06:31PM,104188,90,1605
2658,3,1263,10,3,11:31PM,277096,35,249
2659,2,1433,20,6,09:17PM,486072,47,599
2662,10,629,0,5,11:23AM,426344,21,1708
2663,7,312,3,6,04:28AM,363744,41,518
2664,5,770,13,5,07:06PM,397439,4,1334
2665,2,478,16,5,09:17AM,416622,77,903
2666,1,364,10,6,09:04PM,134513,46,1340
2667,10,733,14,4,12:00PM,155774,72,1456
2668,3,339,8,3,06:45PM,444406,3,567
2670,3,107,5,1,02:55PM,426641,47,552
2671,1,1120,20,1,04:46PM,319509,71,110
2673,7,34,19,5,11:46AM,268440,85,1433
2676,5,430,16,6,08:13PM,339437,22,1882
2677,3,971,5,5,04:39AM,356842,51,1455
2678,9,1494,16,3,01:53PM,327338,57,1287
2679,6,1214,9,4,01:40PM,271083,73,481
2680,3,998,4,4,09:14PM,223676,14,618
2681,9,1235,18,3,02:05PM,186902,68,582
2682,4,991,10,3,10:49AM,423900,16,146
2683,10,10,19,6,04:55AM,390494,90,322
2684,8,211,3,5,03:19PM,104184,36,1354
2685,4,1060,10,6,06:37AM,297390,72,226
2686,7,1026,3,4,09:14PM,175797,39,1861
2687,6,367,12,3,06:08PM,219631,83,393
2688,3,1321,7,3,04:41PM,246533,75,621
2689,9,828,5,3,05:01PM,246288,8,1577
2691,0,600,7,5,04:09AM,266380,48,410
2692,7,815,13,3,01:35PM,294443,25,405
2693,6,196,7,5,05:43AM,141335,63,378
2694,3,211,13,2,05:57AM,209031,4,1815
2695,10,399,7,6,04:23PM,264105,47,676
2696,0,568,5,3,08:12AM,396238,62,306
2697,0,153,11,5,11:17PM,112214,45,919
2698,1,963,13,1,12:50PM,383168,3,417
2700,0,259,18,1,04:07AM,431707,36,1701
2701,1,1039,4,4,04:32AM,102837,22,954
2702,3,547,1,1,10:37AM,268440,87,952
2703,5,856,11,6,10:45PM,469080,57,642
2704,7,766,3,3,11:00AM,340371,10,905
2705,9,1300,8,4,06:03AM,481641,49,1057
2707,7,981,2,6,12:19PM,370353,76,194
2708,1,1197,4,1,09:30AM,305416,50,373
2709,6,1010,5,3,05:52AM,384178,69,749
2710,10,1055,11,2,02:09PM,270080,4,1186
2712,0,1178,5,4,06:58AM,384799,87,1047
2713,3,1246,4,2,02:02PM,182540,20,931
2715,1,354,5,3,04:04PM,268440,89,1911
2716,3,1117,10,4,04:56AM,178903,77,1797
2717,10,1174,0,1,04:01PM,217470,48,1179
2718,2,160,8,6,05:55PM,270080,19,1677
2719,8,633,11,3,05:30AM,367726,36,876
2722,2,726,9,1,05:32PM,261150,78,566
2723,10,935,19,6,02:18AM,260366,56,1191
2724,10,474,13,3,03:36PM,328675,69,828
2725,4,644,6,1,09:40PM,198978,50,418
2726,2,458,8,1,06:37PM,283164,10,380
2727,6,725,9,2,05:17AM,462101,80,840
2728,10,131,15,5,09:07AM,484807,48,1760
2730,10,688,13,2,11:11AM,287635,76,1704
2731,2,833,14,2,11:47AM,371867,42,1961
2732,9,943,4,6,06:10AM,489891,45,1299
2733,3,1026,1,1,05:08AM,318633,46,1514
2734,8,1384,18,6,01:34PM,132443,49,261
2736,0,825,12,3,04:26AM,280504,58,611
2737,2,1377,16,4,08:26AM,454089,23,1505
2738,2,1178,14,5,08:07PM,317616,67,1206
2739,7,428,11,4,11:28PM,296040,48,1938
2740,3,1190,20,5,10:52AM,208611,79,474
2741,10,289,19,1,08:22AM,142022,37,391
2743,1,1296,6,6,04:48AM,247301,38,1783
2744,5,463,11,5,11:44AM,109055,19,268
2746,5,326,8,2,02:40AM,308081,41,1529
2747,0,699,16,5,05:56PM,196895,89,877
2748,9,1236,19,2,01:30PM,347866,38,693
2750,6,20,3,1,11:41AM,122002,9,244
2751,1,599,7,4,03:24PM,442573,90,1675
2752,0,898,14,1,10:35AM,391514,64,1609
2753,4,64,9,2,07:06AM,345403,80,1309
2754,3,1388,15,1,07:23PM,152472,6,1370
2755,10,344,3,3,02:14AM,210298,4,1918
2756,8,1224,12,6,05:24PM,117062,74,1633
